id,name
14,311
15,312
16,313
59,314
17,321
18,322
19,323
20,324
21,325
22,331
23,332
24,333
25,334
26,335
27,341
28,342
29,343
30,344
31,345
52,911
53,912
54,921
55,922
56,931
58,932
57,941
32,211
33,212
34,213
35,214
36,215
37,216
38,217
39,221
40,222
41,223
42,224
43,225
44,231
45,232
46,233
47,234
48,241
49,242
50,243
51,244
2,811
3,812
4,813
5,821
6,822
7,823
8,824
9,831
10,832
11,841
12,842
13,843
